controlNumber,prefLabel,scopeNote,prefLabelEnglish,embeddingPromptEnglish,translationModel,translationPromptVersion
165094,Sexuella övergrepp,,sexual assault,A photograph depicting sexual assault.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
2fb45f1d086kc5r2,Sexuella övergrepp i litteraturen,,sexual assault in literature,A photograph depicting sexual assault in literature.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
168552,Sexuella övergrepp mot barn,"- prostitution, otukt, incest, våldtäkt Vndp, - kriminologi Oepa.",child sexual abuse,A photograph depicting child sexual abuse.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
304710,Sexuella övergrepp mot barn i litteraturen,,sexual abuse of children in literature,A photograph depicting sexual abuse of children in literature.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
r7w5fg5rpc9nqwdq,Sexuella övergrepp mot barn i massmedia,,child sexual abuse in media,A photograph depicting child sexual abuse in media.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
172058,Sexuella övergrepp--historia,,sexual assault history,A photograph depicting sexual assault history.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
259983,Sexuellt beteende hos djur,,animal sexual behavior,A photograph depicting animal sexual behavior.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
400970,Sexuellt samtycke,,sexual consent,A photograph depicting sexual consent.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
165095,Seychellerna,,Seychelles群岛,A photograph depicting Seychelles群岛.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
165097,Sfinxer,,Sphinxes,A photograph depicting Sphinxes.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
299812,Sfinxer i konsten,,Sphinxes in art,A photograph depicting Sphinxes in art.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
299813,Sfinxer i litteraturen,,Sphinxes in literature,A photograph depicting Sphinxes in literature.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
166881,Sfärernas harmoni,,harmonic spheres,A photograph depicting harmonic spheres.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
165099,Sfärisk astronomi,,spherical astronomy,A photograph depicting spherical astronomy.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
164107,SGML,,SGML,A photograph depicting SGML.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
166768,Sgraffito,,sgraffito,A photograph depicting sgraffito.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
350794,Shaabi,Egypten,Egyptian shaabi,A photograph depicting Egyptian shaabi.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
165102,Shafiiter,,Shafiites,A photograph depicting Shafiites.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
394415,Shagya-arab (hästras),,Shagya Arab mare,A photograph depicting Shagya Arab mare.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
239582,Shahada,,shahada,A photograph depicting shahada.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
362114,Shaivasiddhanta,,Shaivasiddhanta,A photograph depicting Shaivasiddhanta.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
165104,Shaktism,,Shaktism,A photograph depicting Shaktism.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
165105,Shakuhachi,,shakuhachi,A photograph depicting shakuhachi.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
tbgx3m2grstcmwn3,Shambhala,,Shambhala,A photograph depicting Shambhala.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
165109,Shamisen (japansk luta),,shamisen,A photograph depicting shamisen.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
229792,Shan (folk),,Shan people,A photograph depicting Shan people.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
165112,Shan (språk),,Shan language,A photograph depicting Shan language.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
394416,Shar pei,,Shar pei,A photograph depicting Shar pei.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
261878,SharePoint,,SharePoint,A photograph depicting SharePoint.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
165114,Shareware,,shareware,A photograph depicting shareware.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
250282,"Sharpevillemassakern, Sydafrika, 1960",,"Sharpeville massacre, South Africa, 1960","A photograph depicting Sharpeville massacre, South Africa, 1960.",Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
138570,Shavuot,,Shavuot,A photograph depicting Shavuot.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
330238,Shawnee (folk),,Shawnee people,A photograph depicting Shawnee people.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
165909,Shechita,,shechita,A photograph depicting shechita.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
244535,Shema (judisk bön),,Jewish prayer shema,A photograph depicting Jewish prayer shema.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
165116,Sheriffer,särsk Lz,sheriffs,A photograph depicting sheriffs.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
165117,Sherpa,,Sherpa,A photograph depicting Sherpa.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
320690,Sherry,,sherry,A photograph depicting sherry.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
165119,Shetland sheepdog,,Shetland sheepdog,A photograph depicting Shetland sheepdog.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
165120,Shetlandsponny,,Shetland pony,A photograph depicting Shetland pony.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
165122,Shi (bantuspråk),,Shi (Bantu language),A photograph depicting Shi (Bantu language).,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
165123,Shiba,,shiba,A photograph depicting shiba.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
166355,Shigella,,Shigella,A photograph depicting Shigella.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
165126,Shih tzu,,shih tzu,A photograph depicting shih tzu.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
165127,Shiiter,,Shiite,A photograph depicting Shiite.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
350979,Shima uta,Japan,Shima uta,A photograph depicting Shima uta.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
350981,Shimmy,,shimmy,A photograph depicting shimmy.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
165128,Shinto,,Shinto,A photograph depicting Shinto.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
308293,Shinto i litteraturen,,Shinto in literature,A photograph depicting Shinto in literature.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
165129,Shinty,,shinty,A photograph depicting shinty.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
165130,Shivaism,,Shaivism,A photograph depicting Shaivism.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
317096,Shkhawri (språk),,Shkhawri language,A photograph depicting Shkhawri language.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
350983,Shoegaze,Rock,shoegaze,A photograph depicting shoegaze.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
165131,Shogunatet,,Shogunate,A photograph depicting Shogunate.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
165132,Shona (språk),,Shona language,A photograph depicting Shona language.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
138054,Shopping,,shopping,A photograph depicting shopping.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
215347,Shopping i konsten,,shopping in art,A photograph depicting shopping in art.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
171939,Shoppingagenter,hit verk om den typ av programvara som automatiskt söker på internet efter information om en viss produkt.,online shopping agents,A photograph depicting online shopping agents.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
165133,Shoshoner,,Shoshone族,A photograph depicting Shoshone族.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
165134,Shoshoner--historia,,Shoshone history,A photograph depicting Shoshone history.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
165135,Shower,,shower,A photograph depicting shower.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
343492,Shtettlar,,Shtetl dwellers,A photograph depicting Shtetl dwellers.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
220384,Shuar (folk),,Shuar people,A photograph depicting Shuar people.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
350984,Shuffle,,shuffle,A photograph depicting shuffle.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
165288,SI-systemet,,SI-system,A photograph depicting SI-system.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
165138,SIA-reformen,,SIA reform,A photograph depicting SIA reform.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
165136,Siames,,Siamese,A photograph depicting Siamese.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
165137,Siamesiska tvillingar,,conjoined twins,A photograph depicting conjoined twins.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
333593,Sibelius (datorprogram),,Sibelius software,A photograph depicting Sibelius software.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
165139,Siberian husky,,Siberian husky,A photograph depicting Siberian husky.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
165140,Sibetdjur,,small game animal,A photograph depicting small game animal.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
165145,Sibyllor,,sibyls,A photograph depicting sibyls.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
351420,Siciliano,,Sicilian,A photograph depicting Sicilian.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
330948,Sidamo (folk),,Sidamo people,A photograph depicting Sidamo people.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
165151,Sidamo (språk),,Sidamo language,A photograph depicting Sidamo language.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
174407,Side show,,side show,A photograph depicting side show.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
165152,Siden,"- textil- och beklädnadsindustri Pjad, - konsthantverk Ihca.",silk,A photograph depicting silk.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
327095,Siden i konsten,,silk in art,A photograph depicting silk in art.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
165153,Sidenhandel,,silk trade,A photograph depicting silk trade.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
165154,Sidenhandel--historia,,silk trade history,A photograph depicting silk trade history.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
165155,Sidenindustri,,silk industry,A photograph depicting silk industry.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
165156,Sidenmålning,"- textiltryck och batik Pjbad, - konsthantverk Ihc.",silk painting,A photograph depicting silk painting.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
165157,Sidensvansar,,silk tassels,A photograph depicting silk tassels.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
165159,Sidenvävning,"- konsthantverk Ihca, - vävning Qccb.",silk weaving,A photograph depicting silk weaving.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
161760,Sidvagnar,,sidecars,A photograph depicting sidecars.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
233768,Siebenbürgensachsare,,Transylvanian Saxons,A photograph depicting Transylvanian Saxons.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
165161,Sienaskolan,,senator school,A photograph depicting senator school.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
165162,Sierra Leone,Särsk orter Npccmz.,Sierra Leone,A photograph depicting Sierra Leone.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
145749,Sierra Leone--Freetown,,Sierra Leone--Freetown,A photograph depicting Sierra Leone--Freetown.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
365570,Siffernotation,,numeric notation,A photograph depicting numeric notation.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
166767,Sigill,Hit verk om sigill i sig. Verk om det vetenskapliga studiet av sigill får ämnesordet Sigillkunskap.,seal,A photograph depicting seal.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
165098,Sigillkunskap,Hit verk om vetenskapen avseende studium av sigillstampar och sigillavtryck. Sigillkunskap räknas som en historisk hjälpvetenskap (NE). För verk om sigillen i sig används ämnesordet Sigill.,Seal knowledge,A photograph depicting Seal knowledge.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
307503,Sigillstampar,,seal stamps,A photograph depicting seal stamps.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
165170,Siglo de Oro,,Golden Age,A photograph depicting Golden Age.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
168029,Signalbehandling,,signal processing,A photograph depicting signal processing.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
165171,Signaler,,Signals,A photograph depicting Signals.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
165174,Signaler (musik),,music signals,A photograph depicting music signals.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
165176,Signaler (sjöfart),,marine signals,A photograph depicting marine signals.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
351421,Signalhorn,,signal horn,A photograph depicting signal horn.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
228728,Signalhundar,"- handikapphjälpmedel Ohfhb, - hundar Qdfja.",assistance dogs,A photograph depicting assistance dogs.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
165180,Signalspaning,,signal surveillance,A photograph depicting signal surveillance.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
234486,Signalsubstanser,"- organisk kemi Uceb, - biokemi Ue.0482, - nervsystemet Vef.",neurotransmitters,A photograph depicting neurotransmitters.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
172008,Signaltransduktion,"- biologi Ue.0397, - medicin Vcbb.",signal transduction,A photograph depicting signal transduction.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
408957,Signaltransduktion (växter),,plant signal transduction,A photograph depicting plant signal transduction.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
351422,Signaltrumpet,,signal trumpet,A photograph depicting signal trumpet.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
165181,Signaltrupper,,signal troops,A photograph depicting signal troops.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
165182,Signalväsen,,signal station,A photograph depicting signal station.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
165184,Signaturer,,signatures,A photograph depicting signatures.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
165185,Signaturmelodier,,signature melodies,A photograph depicting signature melodies.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
165188,Sigurdsristningen,,Siegfried Relief,A photograph depicting Siegfried Relief.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
165189,Sijo,,Sijo,A photograph depicting Sijo.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
165191,Sikar,,Sikar,A photograph depicting Sikar.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
165192,Sikher,,sikh-tempel,A photograph depicting sikh-tempel.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
319439,Sikhisk etik,,Sikh ethics,A photograph depicting Sikh ethics.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
280268,Sikhiska högtider,,Sikh festivals,A photograph depicting Sikh festivals.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
283406,Sikhism,,Sikhism,A photograph depicting Sikhism.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
263442,Siksika (folk),,Siksika people,A photograph depicting Siksika people.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
263443,Siksika (språk),,Blackfoot language,A photograph depicting Blackfoot language.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
331294,Siku,,Siku,A photograph depicting Siku.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
165194,Sikuliska,,Sikusiya,A photograph depicting Sikusiya.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
9s3hx5wn7d0sng99,Silene,,silene,A photograph depicting silene.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
165195,Silhuettklippning,,silhouette clipping,A photograph depicting silhouette clipping.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
165198,Silikater,"- oorganisk kemi Ucea, - övrig kemisk-teknisk industri Pmö.",silicates,A photograph depicting silicates.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
165200,Silikos,,silica,A photograph depicting silica.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
351426,Silk-and-bamboo,"Kina, traditionell amatörorkester",silk-and-bamboo orchestra,A photograph depicting silk-and-bamboo orchestra.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
165203,Silke,,Silke,A photograph depicting Silke.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
165204,Silkesfjärilar,,silkworm moths,A photograph depicting silkworm moths.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
169042,Silkesindustri,,silk industry,A photograph depicting silk industry.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
